codigo_neg,cantidad_entrega,tipo_entrega
20116740-01,30,TOTAL
PENDIENTE,25,TOTAL
20097785-17,60,TOTAL
PENDIENTE,42,TOTAL
199905549-2,60,TOTAL
20122250-2,1,TOTAL
PENDIENTE,42,TOTAL
20134305,4,TOTAL
PENDIENTE,42,TOTAL
20122250-2,1,TOTAL
20134305,2,TOTAL
19982562-8,30,TOTAL
20137227-1,2,TOTAL
19934941-12,60,TOTAL
20125491,120,TOTAL
19932152-2,1,TOTAL
20122250-2,2,TOTAL
20122250-2,1,TOTAL
20001982-2,1,TOTAL
20070928-2,60,TOTAL
20125491,120,TOTAL
19982562-8,30,TOTAL
20125491,90,TOTAL
20030710-28,25,TOTAL
20027645-31,25,TOTAL
44747-2,90,TOTAL
19954847-2,28,TOTAL
20070928-2,60,TOTAL
20120938-1,30,TOTAL
20060296-2,70,TOTAL
199905549-2,60,TOTAL
20091441,1,TOTAL
19991309-1,1,TOTAL
20027209-3,2,TOTAL
230133-2,60,TOTAL
20149185-1,56,TOTAL
20125491,120,TOTAL
38635-5,30,TOTAL
20122250-2,1,TOTAL
200002171-4,90,TOTAL
20261759,2,TOTAL
20070928-2,60,TOTAL
20107900-2,2,TOTAL
20081872,30,TOTAL
20065665-1,30,TOTAL
20086613-4,1,TOTAL
20108223,10,TOTAL
20001982-2,1,TOTAL
PENDIENTE,25,TOTAL
20122250-2,1,TOTAL
20100573-3,30,TOTAL
20104457-1,60,TOTAL
11699,1,TOTAL
20134577-1,1,TOTAL
PENDIENTE,25,TOTAL
230337-1,1,TOTAL
20125491,60,TOTAL
19982562-8,40,TOTAL
20125491,90,TOTAL
20122204-2,1,TOTAL
19918906-1,1,TOTAL
38635-5,30,TOTAL
PENDIENTE,25,TOTAL
199905549-2,60,TOTAL
19934941-12,90,TOTAL
230337-1,1,TOTAL
20084031-2,30,TOTAL
20019918-2,30,TOTAL
19943741-1,50,TOTAL
199905549-2,180,TOTAL
20088136,3,TOTAL
19988123-1,2,TOTAL
20054403-1,1,TOTAL
20120938-1,30,TOTAL
20122250-2,1,TOTAL
20084031-2,30,TOTAL
20128168-1,4,TOTAL
19974655-3,30,TOTAL
19982562-8,30,TOTAL
20061025-20,5,TOTAL
20046741-6,60,TOTAL
19934941-12,60,TOTAL
20156587-1,60,TOTAL
19955370-8,4,TOTAL
20178268-01,30,TOTAL
20178268-01,30,TOTAL
20084031-2,30,TOTAL
20122250-2,1,TOTAL
20029834,1,TOTAL
20104457-1,30,TOTAL
22916-2,1,TOTAL
20122250-2,1,TOTAL
PENDIENTE,25,TOTAL
38635-5,30,TOTAL
38635-5,30,TOTAL
20066117-18,30,TOTAL
20054533,100,TOTAL
19910693-6,9,TOTAL
19914312-21,12,TOTAL
19992351-4,90,TOTAL
20054533,100,TOTAL
19910693-6,9,TOTAL
19914312-21,12,TOTAL
19992351-4,90,TOTAL
20156587-1,60,TOTAL
20061025-20,3,TOTAL
PENDIENTE,25,TOTAL
20061025-17,90,TOTAL
20156587-1,60,TOTAL
PENDIENTE,100,TOTAL
20097785-17,60,TOTAL
44969-9,120,TOTAL
PENDIENTE,75,TOTAL
20103967,12,TOTAL
20001516-3,30,TOTAL
PENDIENTE,25,TOTAL
PENDIENTE,100,TOTAL
19928855-01,3,TOTAL
PENDIENTE,1,TOTAL
20051082-8,360,TOTAL
PENDIENTE,100,TOTAL
PENDIENTE,20,TOTAL
20156587-1,540,TOTAL
PENDIENTE,25,TOTAL
20029777-1,12,TOTAL
19938735,90,TOTAL
20046741-6,180,TOTAL
20046741-6,180,TOTAL
20122152-2,270,TOTAL
20137227-1,3,TOTAL
20061025-17,30,TOTAL
19964038-2,90,TOTAL
20122250-2,6,TOTAL
19972058-1,5,TOTAL
PENDIENTE,168,TOTAL
20122152-2,270,TOTAL
20118029-1,60,TOTAL
19982562-8,30,TOTAL
20065902-1,6,TOTAL
PENDIENTE,25,TOTAL
20029760-1,12,TOTAL
20040730,8,TOTAL
20104457-1,90,TOTAL
20134305,11,TOTAL
20045517,3,TOTAL
27649-1,50,TOTAL
20150841-2,100,TOTAL
19982562-8,0,PENDIENTE
PENDIENTE,0,PENDIENTE
PENDIENTE,0,PENDIENTE
20107765,0,PENDIENTE
20134305,0,PENDIENTE
PENDIENTE,0,PENDIENTE
19951790-2,0,PENDIENTE
230133-2,0,PENDIENTE
44969-9,0,PENDIENTE
20139127-2,0,PENDIENTE
20097785-17,0,PENDIENTE
38997-6,0,PENDIENTE
20134305,0,PENDIENTE
20059849-1,0,PENDIENTE
230337-1,0,PENDIENTE
20091279,0,PENDIENTE
19982562-8,0,PENDIENTE
20238691,0,PENDIENTE
22916-2,0,PENDIENTE
20235946,0,PENDIENTE
20001982-2,0,PENDIENTE
203310,0,PENDIENTE
PENDIENTE,0,PENDIENTE
20001982-2,0,PENDIENTE
20047839-1,0,PENDIENTE
PENDIENTE,0,PENDIENTE
PENDIENTE,0,PENDIENTE
20048817-4,0,PENDIENTE
20115059-2,0,PENDIENTE
20171806,0,PENDIENTE
20001982-2,0,PENDIENTE
20238691,0,PENDIENTE
20156998-1,0,PENDIENTE
20001982-2,0,PENDIENTE
20070928-2,0,PENDIENTE
20059849-1,0,PENDIENTE
20046741-6,0,PENDIENTE
20172875,0,PENDIENTE
19972058-1,0,PENDIENTE
PENDIENTE,0,PENDIENTE
20001982-2,0,PENDIENTE
19951790-2,0,PENDIENTE
20108223,0,PENDIENTE
20061897-1,0,PENDIENTE
20156998-1,0,PENDIENTE
20001982-2,0,PENDIENTE
200002171-4,0,PENDIENTE
19992435-7,0,PENDIENTE
20112763-3,0,PENDIENTE
1983607-1,0,PENDIENTE
20027645-31,0,PENDIENTE
20097785-17,0,PENDIENTE
19946766-2,60,TOTAL
20027209-3,2,TOTAL
20196775-2,28,TOTAL
20125491,90,TOTAL
219782-8,2,TOTAL
19982562-8,30,TOTAL
19935777-12,90,TOTAL
20084031-2,30,TOTAL
20045677-2,60,TOTAL
19982562-8,20,TOTAL
11699,1,TOTAL
38635-5,20,TOTAL
20059967-14,60,TOTAL
19974655-3,30,TOTAL
20125491,90,TOTAL
20125491,60,TOTAL
19982562-8,20,TOTAL
20187776-1,60,TOTAL
20084031-2,30,TOTAL
PENDIENTE,25,TOTAL
PENDIENTE,3,TOTAL
20187776-1,60,TOTAL
00025879-02,30,TOTAL
19974655-3,90,TOTAL
20125491,120,TOTAL
20100573-3,30,TOTAL
20122152-2,60,TOTAL
20216451,2,TOTAL
20196775-2,28,TOTAL
20048287-7,60,TOTAL
20088136,3,TOTAL
20088136,3,TOTAL
1552361-5,60,TOTAL
20088136,3,TOTAL
20137227-1,2,TOTAL
11699,1,TOTAL
PENDIENTE,25,TOTAL
20125491,90,TOTAL
20035873-4,1,TOTAL
20125491,90,TOTAL
20019919-2,30,TOTAL
20125491,90,TOTAL
20027209-3,1,TOTAL
PENDIENTE,25,TOTAL
20171148-1,30,TOTAL
20195984-1,21,TOTAL
19963352-15,90,TOTAL
20125491,120,TOTAL
19959553-5,1,TOTAL
11699,1,TOTAL
20097785-17,60,TOTAL
19959553-5,1,TOTAL
20156587-1,60,TOTAL
20125491,180,TOTAL
19991309-1,1,TOTAL
PENDIENTE,25,TOTAL
20134305,4,TOTAL
212764-10,60,TOTAL
19963352-15,30,TOTAL
20022631-2,1,TOTAL
20066836-1,3,TOTAL
20087761-2,30,TOTAL
19953922-2,20,TOTAL
215882-1,1,TOTAL
20035947-28,90,TOTAL
19962943-15,90,TOTAL
20061379-1,5,TOTAL
20156587-1,180,TOTAL
20122250-2,1,TOTAL
19908242-1,1,TOTAL
19938735,30,TOTAL
20112763-3,30,TOTAL
PENDIENTE,25,TOTAL
19935777-12,60,TOTAL
PENDIENTE,25,TOTAL
38635-5,30,TOTAL
20027209-3,1,TOTAL
20084031-2,30,TOTAL
230337-1,1,TOTAL
20122250-2,1,TOTAL
20122204-2,1,TOTAL
20178268-01,30,TOTAL
20122250-2,1,TOTAL
19959553-5,1,TOTAL
20019918-2,60,TOTAL
2012606-2,120,TOTAL
20100057-4,90,TOTAL
20054403-1,1,TOTAL
19977699-1,120,TOTAL
230337-1,1,TOTAL
199905549-2,60,TOTAL
230337-1,1,TOTAL
20198048,6,TOTAL
20198048,6,TOTAL
20122250-2,2,TOTAL
20144811-2,60,TOTAL
22916-2,1,TOTAL
20122250-2,1,TOTAL
38635-5,30,TOTAL
38635-5,30,TOTAL
38635-5,30,TOTAL
20065665-1,30,TOTAL
PENDIENTE,25,TOTAL
PENDIENTE,25,TOTAL
38635-5,30,TOTAL
19959553-5,1,TOTAL
20029777-1,12,TOTAL
20070928-2,60,TOTAL
20122204-2,1,TOTAL
PENDIENTE,100,TOTAL
20091441,1,TOTAL
20118266-2,90,TOTAL
20122985-1,540,TOTAL
20020466-2,180,TOTAL
20020466-2,180,TOTAL
PENDIENTE,100,TOTAL
PENDIENTE,75,TOTAL
PENDIENTE,25,TOTAL
PENDIENTE,25,TOTAL
20079776,4,TOTAL
20125491,360,TOTAL
20112763-3,90,TOTAL
20122250-2,3,TOTAL
19971195-2,90,TOTAL
20134305,6,TOTAL
PENDIENTE,10,TOTAL
PENDIENTE,10,TOTAL
PENDIENTE,8,TOTAL
PENDIENTE,25,TOTAL
20012566,60,TOTAL
20012566,36,TOTAL
20069468,90,TOTAL
19942227-2,3,TOTAL
20045517,3,TOTAL
2021587-5,50,TOTAL
20040730,6,TOTAL
20103181-11,60,TOTAL
PENDIENTE,25,TOTAL
20029760-1,12,TOTAL
PENDIENTE,25,TOTAL
PENDIENTE,25,TOTAL
20009756-01,1,TOTAL
PENDIENTE,90,TOTAL
20125491,120,TOTAL
PENDIENTE,100,TOTAL
20001515-3,90,TOTAL
20122152-2,90,TOTAL
20156587-1,720,TOTAL
47085-10,30,TOTAL
PENDIENTE,25,TOTAL
PENDIENTE,100,TOTAL
20104457-1,90,TOTAL
20088574-1,90,TOTAL
20120938-1,30,TOTAL
PENDIENTE,50,TOTAL
20261759,6,TOTAL
PENDIENTE,25,TOTAL
PENDIENTE,0,PENDIENTE
20059262-2,0,PENDIENTE
20187776-1,0,PENDIENTE
22916-2,0,PENDIENTE
20091279,0,PENDIENTE
PENDIENTE,0,PENDIENTE
20016549-64,0,PENDIENTE
19982562-8,0,PENDIENTE
19991309-1,0,PENDIENTE
19951790-2,0,PENDIENTE
20094683-1,0,PENDIENTE
20107765,0,PENDIENTE
19913256-1,0,PENDIENTE
19982562-8,0,PENDIENTE
20001982-2,0,PENDIENTE
20134305,0,PENDIENTE
20091279,0,PENDIENTE
PENDIENTE,0,PENDIENTE
19982562-8,0,PENDIENTE
20103181-11,0,PENDIENTE
PENDIENTE,0,PENDIENTE
20094683-1,0,PENDIENTE
20108845,0,PENDIENTE
PENDIENTE,0,PENDIENTE
20097785-17,0,PENDIENTE
20001982-2,0,PENDIENTE
20120938-1,0,PENDIENTE
19972058-1,0,PENDIENTE
20235360,0,PENDIENTE
20104457-1,0,PENDIENTE
PENDIENTE,0,PENDIENTE
PENDIENTE,0,PENDIENTE
PENDIENTE,0,PENDIENTE
20094683-1,0,PENDIENTE
20171148-1,0,PENDIENTE
20094683-1,0,PENDIENTE
20069468,0,PENDIENTE
19951790-2,0,PENDIENTE
20097785-17,0,PENDIENTE
20125116-1,0,PENDIENTE
20097785-17,0,PENDIENTE
19941145-01,0,PENDIENTE
21013-6,0,PENDIENTE
19982562-8,0,PENDIENTE
19918906-1,0,PENDIENTE
27363-1,0,PENDIENTE
20084031-2,0,PENDIENTE
19963530-01,0,PENDIENTE
19918906-1,0,PENDIENTE
PENDIENTE,0,PENDIENTE
PENDIENTE,0,PENDIENTE
20104221-02,0,PENDIENTE
19982562-8,0,PENDIENTE
PENDIENTE,0,PENDIENTE
20061025-20,0,PENDIENTE
PENDIENTE,0,PENDIENTE
PENDIENTE,0,PENDIENTE
20001982-2,0,PENDIENTE
PENDIENTE,0,PENDIENTE
20118029-1,30,TOTAL
20122152-2,60,TOTAL
20134305,3,TOTAL
20122152-2,180,TOTAL
20134577-1,1,TOTAL
19991309-1,1,TOTAL
199905549-2,60,TOTAL
20107900-2,1,TOTAL
20090556-1,3,TOTAL
20144811-2,60,TOTAL
20125491,120,TOTAL
19960116-15,25,TOTAL
20054403-1,3,TOTAL
20125491,120,TOTAL
20125491,90,TOTAL
20122152-2,90,TOTAL
20181901,3,TOTAL
20122250-2,1,TOTAL
20084031-2,30,TOTAL
19982562-8,30,TOTAL
20125491,60,TOTAL
PENDIENTE,25,TOTAL
20181901,1,TOTAL
20070928-2,30,TOTAL
20134305,4,TOTAL
20125491,90,TOTAL
19959553-5,1,TOTAL
199905549-2,30,TOTAL
19908960-11,60,TOTAL
19940656-11,30,TOTAL
PENDIENTE,30,TOTAL
11699,1,TOTAL
20134577-1,1,TOTAL
20137227-1,1,TOTAL
20091820-6,30,TOTAL
20061025-20,3,TOTAL
20125491,90,TOTAL
20156587-1,120,TOTAL
20125491,180,TOTAL
20125491,120,TOTAL
200002171-4,90,TOTAL
20084031-2,30,TOTAL
19963352-15,30,TOTAL
20125491,120,TOTAL
PENDIENTE,25,TOTAL
20125491,60,TOTAL
19991309-1,1,TOTAL
199905549-2,60,TOTAL
19991309-1,1,TOTAL
19982562-8,30,TOTAL
PENDIENTE,25,TOTAL
20125491,90,TOTAL
19974655-3,90,TOTAL
19974655-3,150,TOTAL
PENDIENTE,25,TOTAL
20122250-2,1,TOTAL
20125491,90,TOTAL
20088136,3,TOTAL
20019918-2,30,TOTAL
19982562-8,30,TOTAL
20067345-1,120,TOTAL
20173957-1,4,TOTAL
20125491,120,TOTAL
22916-2,1,TOTAL
20125491,30,TOTAL
20125491,90,TOTAL
20076277-3,4,TOTAL
199905549-2,30,TOTAL
20196775-2,60,TOTAL
46792-3,2,TOTAL
PENDIENTE,25,TOTAL
19975970-5,91,TOTAL
20125491,90,TOTAL
20125491,120,TOTAL
20125491,120,TOTAL
20122250-2,1,TOTAL
20122250-2,1,TOTAL
20122204-2,1,TOTAL
19991309-1,1,TOTAL
20060296-2,84,TOTAL
20122250-2,1,TOTAL
20125491,120,TOTAL
20122250-2,1,TOTAL
20027209-3,2,TOTAL
19946766-2,60,TOTAL
20060296-2,84,TOTAL
20125491,90,TOTAL
20156587-1,60,TOTAL
PENDIENTE,25,TOTAL
20122250-2,2,TOTAL
20125491,90,TOTAL
19982562-8,30,TOTAL
20061025-20,90,TOTAL
20134305,2,TOTAL
20134305,4,TOTAL
230337-1,1,TOTAL
20137227-1,1,TOTAL
20065665-1,30,TOTAL
20181901,2,TOTAL
20125491,90,TOTAL
22916-2,1,TOTAL
20125491,90,TOTAL
20137227-1,2,TOTAL
20125491,90,TOTAL
20027209-3,1,TOTAL
20027209-3,1,TOTAL
20027209-3,1,TOTAL
19974655-3,90,TOTAL
46792-3,3,TOTAL
PENDIENTE,25,TOTAL
19942977-1,1,TOTAL
27363-1,30,TOTAL
19975977-5,60,TOTAL
20122250-2,1,TOTAL
200014815,1,TOTAL
20122250-2,1,TOTAL
19975977-5,60,TOTAL
227600-1,30,TOTAL
20070928-2,60,TOTAL
PENDIENTE,25,TOTAL
58027-10,30,TOTAL
20156025-3,1,TOTAL
20122250-2,1,TOTAL
20104457-1,30,TOTAL
20001340-1,60,TOTAL
20086917-3,30,TOTAL
19940656-11,30,TOTAL
19972124-1,10,TOTAL
224030-6,3,TOTAL
19959553-5,1,TOTAL
20179583-1,3,TOTAL
PENDIENTE,25,TOTAL
PENDIENTE,75,TOTAL
20212210-2,6,TOTAL
199913999,10,TOTAL
PENDIENTE,8,TOTAL
1983468,1,TOTAL
PENDIENTE,8,TOTAL
20132095,1,TOTAL
20061667,1,TOTAL
20199076,1,TOTAL
20122204-2,1,TOTAL
19908244-03,40,TOTAL
PENDIENTE,75,TOTAL
19928855-01,3,TOTAL
19928855-01,2,TOTAL
199913999,2,TOTAL
218965-2,1,TOTAL
20153573-1,10,TOTAL
PENDIENTE,175,TOTAL
20088574-1,60,TOTAL
20151874-2,120,TOTAL
20019919-2,120,TOTAL
20019918-2,120,TOTAL
20098922-12,180,TOTAL
20085214-1,3,TOTAL
20128168-1,6,TOTAL
20208117-1,1,TOTAL
20091441,1,TOTAL
20029760-1,4,TOTAL
20091441,1,TOTAL
20091441,1,TOTAL
20070928-2,60,TOTAL
20178268-01,30,TOTAL
20156587-1,270,TOTAL
20193579,9,TOTAL
20104457-1,60,TOTAL
58027-10,90,TOTAL
58027-10,90,TOTAL
213259-3,3,TOTAL
20156587-1,270,TOTAL
20122152-2,90,TOTAL
19992938-11,14,TOTAL
20067345-1,120,TOTAL
PENDIENTE,25,TOTAL
20132095,12,TOTAL
1983468,12,TOTAL
PENDIENTE,120,TOTAL
PENDIENTE,120,TOTAL
PENDIENTE,12,TOTAL
20128168-1,6,TOTAL
19991309-1,1,TOTAL
20122204-2,1,TOTAL
PENDIENTE,25,TOTAL
19985986-3,30,TOTAL
20122152-2,480,TOTAL
20139041-2,240,TOTAL
19928855-01,2,TOTAL
20135121-2,14,TOTAL
20122152-2,270,TOTAL
20047839-1,180,TOTAL
20047839-1,180,TOTAL
20046741-6,90,TOTAL
PENDIENTE,90,TOTAL
20156587-1,270,TOTAL
PENDIENTE,3,TOTAL
PENDIENTE,100,TOTAL
20103181-11,60,TOTAL
19942450-05,90,TOTAL
19998394-4,60,TOTAL
20084120-1,30,TOTAL
19960116-15,30,TOTAL
20067183-5,30,TOTAL
19963166-5,30,TOTAL
200541-11,60,TOTAL
20091441,1,TOTAL
20120938-1,30,TOTAL
20171231,50,TOTAL
20126994,30,TOTAL
20054533,30,TOTAL
20104457-1,60,TOTAL
PENDIENTE,25,TOTAL
PENDIENTE,25,TOTAL
20061025-17,60,TOTAL
20122152-2,270,TOTAL
20016549-64,90,TOTAL
20061667,1,TOTAL
20059849-1,4,TOTAL
19972058-1,2,TOTAL
20001982-2,0,PENDIENTE
PENDIENTE,0,PENDIENTE
19982562-8,0,PENDIENTE
19991309-1,0,PENDIENTE
20054465-1,60,PARCIAL
PENDIENTE,0,PENDIENTE
20001982-2,0,PENDIENTE
20172875,0,PENDIENTE
20094683-1,0,PENDIENTE
20059849-1,0,PENDIENTE
20094683-1,0,PENDIENTE
19982562-8,0,PENDIENTE
PENDIENTE,0,PENDIENTE
PENDIENTE,0,PENDIENTE
20097785-17,0,PENDIENTE
227365-7,0,PENDIENTE
PENDIENTE,0,PENDIENTE
19982562-8,0,PENDIENTE
20061897-1,0,PENDIENTE
20119940-07,0,PENDIENTE
19993599-04,0,PENDIENTE
20091279,0,PENDIENTE
PENDIENTE,0,PENDIENTE
PENDIENTE,0,PENDIENTE
19975165-4,0,PENDIENTE
20161093-1,0,PENDIENTE
19998043-3,0,PENDIENTE
20001982-2,0,PENDIENTE
19955476-17,0,PENDIENTE
20039346-11,0,PENDIENTE
20084031-2,0,PENDIENTE
20084031-2,0,PENDIENTE
20084031-2,0,PENDIENTE
PENDIENTE,0,PENDIENTE
19934941-12,60,TOTAL
19975977-5,60,TOTAL
227600-1,30,TOTAL
199905549-2,90,TOTAL
44747-2,90,TOTAL
19935777-12,60,TOTAL
19934941-12,90,TOTAL
20108399-1,4,TOTAL
199905549-2,90,TOTAL
20054403-1,1,TOTAL
20054403-1,1,TOTAL
44747-2,30,TOTAL
19963298-2,30,TOTAL
19959553-5,1,TOTAL
20173957-1,1,TOTAL
19912977-2,3,TOTAL
20061109-2,15,TOTAL
20090556-1,2,TOTAL
58027-10,30,TOTAL
20060296-2,70,TOTAL
20122985-1,180,TOTAL
19972058-1,2,TOTAL
20136180-3,30,TOTAL
20156587-1,120,TOTAL
44969-9,60,TOTAL
19960116-15,30,TOTAL
20066117-18,30,TOTAL
PENDIENTE,25,TOTAL
20122250-2,1,TOTAL
20125491,90,TOTAL
20084031-2,30,TOTAL
20100573-3,1,TOTAL
46792-3,1,TOTAL
19914896-1,1,TOTAL
20178268-01,30,TOTAL
20137227-1,1,TOTAL
19963298-2,30,TOTAL
19972124-1,10,TOTAL
200002171-4,60,TOTAL
20125491,90,TOTAL
230337-1,1,TOTAL
PENDIENTE,4,TOTAL
20125491,90,TOTAL
PENDIENTE,25,TOTAL
20111478,30,TOTAL
20125491,90,TOTAL
20122250-2,1,TOTAL
20134577-1,1,TOTAL
20125491,90,TOTAL
20122250-2,1,TOTAL
20096310-1,1,TOTAL
20122250-2,1,TOTAL
20134305,4,TOTAL
20125491,120,TOTAL
20122250-2,1,TOTAL
20125491,90,TOTAL
20125491,90,TOTAL
20193579,3,TOTAL
20134305,4,TOTAL
20123645-10,60,TOTAL
2012606-2,120,TOTAL
20125491,90,TOTAL
20104457-1,60,TOTAL
20125491,90,TOTAL
PENDIENTE,25,TOTAL
200014815,1,TOTAL
PENDIENTE,25,TOTAL
20125491,90,TOTAL
20122250-2,1,TOTAL
20125491,120,TOTAL
230337-1,1,TOTAL
20204361-01,30,TOTAL
20125491,90,TOTAL
20029834,1,TOTAL
20125491,90,TOTAL
230133-2,90,TOTAL
20156587-1,60,TOTAL
20134305,2,TOTAL
20097586-1,30,TOTAL
20088136,3,TOTAL
20134305,3,TOTAL
20070928-2,1,TOTAL
20134577-1,2,TOTAL
20149157-01,30,TOTAL
20125491,120,TOTAL
20029777-1,4,TOTAL
20122250-2,1,TOTAL
19972058-1,2,TOTAL
20118029-1,30,TOTAL
20080854-2,56,TOTAL
20029834,1,TOTAL
20173957-1,4,TOTAL
11699,2,TOTAL
00025879-02,30,TOTAL
00030970-06,30,TOTAL
20178268-01,30,TOTAL
20134305,4,TOTAL
20125491,120,TOTAL
200002171-4,90,TOTAL
20125491,90,TOTAL
20070928-2,60,TOTAL
20156587-1,180,TOTAL
19982562-8,20,TOTAL
200002171-4,90,TOTAL
20125491,120,TOTAL
20029762-1,4,TOTAL
PENDIENTE,25,TOTAL
20097586-1,30,TOTAL
20056954-1,1,TOTAL
20156998-1,1,TOTAL
20104457-1,30,TOTAL
20122250-2,1,TOTAL
PENDIENTE,25,TOTAL
230337-1,1,TOTAL
20136180-3,15,TOTAL
20035947-28,30,TOTAL
20135125-2,30,TOTAL
46792-3,3,TOTAL
22916-2,1,TOTAL
20097785-17,60,TOTAL
20029760-1,4,TOTAL
19928855-01,6,TOTAL
PENDIENTE,10,TOTAL
PENDIENTE,25,TOTAL
46792-3,3,TOTAL
19963352-15,30,TOTAL
20001113-13,30,TOTAL
19936296-8,30,TOTAL
19977867-2,30,TOTAL
20086613-4,6,TOTAL
20070928-2,60,TOTAL
230337-1,1,TOTAL
20122204-2,1,TOTAL
38635-5,30,TOTAL
PENDIENTE,25,TOTAL
PENDIENTE,25,TOTAL
38635-5,30,TOTAL
PENDIENTE,25,TOTAL
PENDIENTE,75,TOTAL
20177233-4,30,TOTAL
42722-23,30,TOTAL
20123645-10,60,TOTAL
20106305-1,30,TOTAL
20125491,720,TOTAL
20006313-1,180,TOTAL
19991189-3,180,TOTAL
20103181-11,30,TOTAL
